Batman Begins,"28,80,18"
Star Wars: The Last Jedi,"14,12,878,28"
Split,"27,53"
Logan,"28,18,878"
Get Out,"9648,53,27"
Coco,"16,10751,35,12,14"
The Shape of Water,"18,14,10749"
Alien: Covenant,"27,878,53"
The Greatest Showman,18
Beauty and the Beast,"10751,14,10749"
The Fate of the Furious,"12,28,80,53,9648"
John Wick: Chapter 2,"53,28,80"
Kingsman: The Golden Circle,"28,12,35"
Dunkirk,10752
Kong: Skull Island,"28,12,14"
Pirates of the Caribbean: Dead Men Tell No Tales,"12,28,14,35"
Baywatch,"28,35"
War for the Planet of the Apes,"18,878,10752"
Murder on the Orient Express,"80,18,9648"
Ghost in the Shell,"28,878,53,18"
Baby Driver,"28,80"
Transformers: The Last Knight,"28,878,53,12"
Valerian and the City of a Thousand Planets,"12,878,28"
Jumanji: Welcome to the Jungle,"28,12,35,14"
Call Me by Your Name,"10749,18"
"Three Billboards Outside Ebbing, Missouri","80,18"
Happy Death Day,"27,9648,53"
Life,"27,878,53"
King Arthur: Legend of the Sword,"28,18,14"
Lady Bird,"35,18"
The Mummy,"14,53,28,12,27"
The Dark Tower,"28,14,878,37,27"
Jigsaw,"80,27,9648,53"
Atomic Blonde,"28,9648,53"
Despicable Me 3,"28,16,35,10751,12"
Wonder,"18,10751"
Bright,"28,80,14"
Darkest Hour,"18,36"
Cars 3,"12,16,35,10751"
The Hitman's Bodyguard,"28,35"
Papillon,"18,36"
The Lego Batman Movie,"28,16,35,10751,14"
Geostorm,"28,878,53"
The Foreigner,"28,53,18"
Fifty Shades Darker,"18,10749"
"I, Tonya",18
Power Rangers,"28,12,878"
It,"27,53"
The Snowman,"18,80,53,27"
Revenge,"28,53,27"
xXx: Return of Xander Cage,"28,12,80"
Annabelle: Creation,"27,9648,53"
Hostiles,"18,37,36"
Wind River,"80,18,9648,53"
American Made,"53,28"
Molly's Game,"80,18"
Ferdinand,"16,10751,12,35"
The LEGO Ninjago Movie,"28,16,12,10751"
Only the Brave,18
Daddy's Home 2,35
Kill Switch,"878,28,53"
Same Kind of Different as Me,18
Logan Lucky,"28,35,80,18"
Below Her Mouth,"18,10749"
The Ritual,27
Smurfs: The Lost Village,"12,16,35,10751"
Cargo,"18,53,12,27"
Downsizing,"35,18,878"
Rough Night,"18,35"
Paddington 2,"12,35,10751"
mother!,"18,27,9648"
The Ash Lad: In the Hall of the Mountain King,"12,14,878"
What Happened to Monday,"878,53,18"
Pitch Perfect 3,"35,10402"
The Lost City of Z,"12,18,36"
47 Meters Down,"18,53,27,12"
American Assassin,"28,53"
Belle and Sebastian 3: The Last Chapter,"12,10751"
The Killing of a Sacred Deer,"18,53,9648"
Brawl in Cell Block 99,"28,80,53"
A Bad Moms Christmas,35
Before I Fall,"18,9648,53,14"
Shot Caller,"80,18,53"
You Were Never Really Here,"18,53,80"
The Post,"18,36"
The Emoji Movie,"16,10751,35"
Jungle,"12,18,53"
Escape Room,"27,53"
All the Money in the World,"53,18,80,9648"
The Space Between Us,"10749,12,878,18"
Mom or Dad?,35
Jeepers Creepers 3,"27,9648,53"
Going in Style,"80,35"
A Fantastic Woman,18
Girls Trip,35
A Dog's Purpose,"35,18,10751,14"
Once Upon a Time in Venice,"28,35,53,9648"
After Porn Ends 2,99
Phantom Thread,"18,10749"
The 12th Man,"18,10752"
Olaf's Frozen Adventure,"12,16,35,10751,14,10402"
Captain Underpants: The First Epic Movie,"28,16,35,10751"
Descendants 2,"10770,10751,28,35,10402,12"
Detroit,"80,18,53,36"
Gifted,"18,10751,35"
CHiPS,"28,35,80"
Kidnap,"18,53"
A Cure for Wellness,"27,9648,878,53"
The Death of Stalin,"35,36"
Leatherface,"27,53,9648"
Mudbound,18
A Ghost Story,"18,14,10749"
The Nut Job 2: Nutty by Nature,"10751,16,12,35"
Bleeding Steel,"28,878,53"
Resident Evil: Vendetta,"27,12,9648,16,28,878"
T2 Trainspotting,"80,18"
Tangled: Before Ever After,"12,16,35,10751,14,10770"
The Florida Project,18
Lupin the Third: The Blood Spray of Goemon Ishikawa,"28,16,80"
The Mountain Between Us,"10749,12,18"
"Everything, Everything","18,10749"
6 Days,"28,18,9648"
The Beguiled,"18,37"
Rings,27
Fist Fight,35
The Man with the Iron Heart,"10752,28,36,53"
Cult of Chucky,"27,53"
Brain on Fire,18
"Roman J. Israel, Esq.",18
Free Fire,"28,80,53,9648"
Veronica,27
1922,"80,18,27,9648,53"
The Zookeeper's Wife,"18,36"
Cold Skin,"53,878,27"
Battle of the Sexes,"35,18,36"
Loving Pablo,"80,18"
Loving Vincent,"16,18,9648"
Flatliners,"18,878"
The Big Sick,"35,18,10749"
Unlocked,"28,53"
Dragonheart: Battle for the Heartfire,12
#RealityHigh,35
Sleepless,"28,80,53"
It Comes at Night,"27,53,9648,18"
Gerald's Game,"18,27,53"
The Ottoman Lieutenant,"10749,18,10752"
Justice League Dark,"28,16,14,878,53"
Aftermath,"18,53"
Attraction,"18,10749,878,12"
The Babysitter,"27,35"
The Layover,"35,10749"
Acts of Vengeance,"53,28,18"
Breathe,"18,10749"
Amityville: The Awakening,"53,27"
The Square,18
Godless Youth,"878,53,18,80"
The Disaster Artist,"35,18"
Everything You Want,"35,18"
Pokémon the Movie: I Choose You!,"10751,14,12,16,18,35"
A Christmas Prince,10749
Professor Marston and the Wonder Women,"18,10749"
Tulip Fever,"18,10749"
SPF-18,"10749,18"
My Little Pony: The Movie,"10402,12,16,10751,14"
Overdrive,"53,28,9648"
The Bye Bye Man,"27,53"
Sand Castle,"18,10752"
Suburbicon,"53,80,18,9648"
Along with the Gods: The Two Worlds,"18,14,28"
The Rider,"18,37"
Father Figures,35
The House,35
I Am Not Your Negro,99
Fairy Tail: Dragon Cry,"28,12,35,14,16"
Snatched,"28,35"
Unforgettable,"18,53"
Ayla: The Daughter of War,"18,10752,36"
Don't Knock Twice,27
Guardians,"28,14,878"
Baahubali 2: The Conclusion,"28,14,18"
Borg vs McEnroe,"18,36"
The Girl in the Fog,"80,53"
The Bad Batch,"18,27,53"
Bingo: The King of the Mornings,"35,18"
My Sister's Friend 2,"10749,18"
Stronger,18
The Son of Bigfoot,"16,35,10751"
Mary and the Witch's Flower,"14,12,16"
Mom and Dad,"53,27,35"
See You Up There,"18,80,35,10752"
Table 19,"35,18"
All Eyez on Me,"18,10402"
The Hunter's Prayer,"28,53"
Good Time,"80,18,53"
The Circle,"18,53,878"
Vengeance: A Love Story,"28,53"
Christmas Inheritance,10749
Based on a True Story,"53,9648,18"
Victoria & Abdul,"18,36"
Thelma,"10749,18,9648"
Okja,"12,18,878,28"
Security,"28,53,80"
The Spacewalker,"12,18,36,53"
Sword Art Online: The Movie - Ordinal Scale,"28,12,14,10749,16"
Toc Toc,35
Stratton,"28,53"
Zombillénium,"35,16,14"
Brigsby Bear,"35,18"
The Crucifixion,"9648,27,53"
Newness,"10749,18"
2:22,"18,53,10749,878,9648"
The Book of Henry,18
The Glass Castle,18
Hangman,"9648,80,53"
Le Brio,"35,18"
The Star,"35,12,10751,14,16"
Marrowbone,"18,27,53,9648"
"Marry Me, Dude",35
Home Again,"35,18,10749"
Sniper: Ultimate Kill,"28,18,53"
The Villainess,"18,28"
The Blackcoat's Daughter,"27,53"
Berlin Syndrome,"9648,53"
Goodbye Christopher Robin,"10751,36"
Suck Me Shakespeer 3,35
Black Butterfly,53
Song to Song,"18,10402,10749"
First Kill,"28,53,80"
Batman and Harley Quinn,"12,28,16,878"
Naples in Veils,"18,53"
Phoenix Forgotten,"27,9648,878"
Radius,"14,878,53"
To the Bone,18
The Vanishing of Sidney Hall,"18,9648"
My Cousin Rachel,"18,10749"
Death Note,"14,27,9648,53"
Tad the Lost Explorer and the Secret of King Midas,"16,12,35,10751"
12 Feet Deep,"53,27"
War Machine,"35,18,10752"
Bullet Head,"18,80,53"
The Shack,"18,14"
Diary of a Wimpy Kid: The Long Haul,"35,10751"
Their Finest,"10749,10752,35,18"
All Nighter,35
Happy Family,"16,10751,14,27,35"
November Criminals,"80,18,9648,53"
God's Own Country,"10749,18"
Mark Felt: The Man Who Brought Down the White House,"18,36,53"
Renegades,"53,28"
Extortion,"28,12,80,18,53"
Fullmetal Alchemist,"28,14"
Sahara,"12,16,35,10751"
How to Be a Latin Lover,35
You Get Me,"53,10749,18"
Trolls Holiday,"12,16,35,10751,10770,14"
Perfect Strangers,"18,35"
The Vault,"27,53"
Ghost House,"53,27,9648"
The Bar,"27,53,35"
Kings,"10749,18,80"
How to Talk to Girls at Parties,"35,10402,10749,878"
The Recall,"878,27"
The Dinner,"18,53,9648"
My Husband's Tutor,
In the Fade,"18,80"
Wish Upon,"53,27,14"
Teen Titans: The Judas Contract,"878,16,28"
Jalouse,35
C'est la vie!,35
Christmas & Co.,35
Christmas Wedding Planner,10749
2048: Nowhere to Run,"878,53"
The Wizard of Lies,"80,18,36,53,10770"
24 Hours to Live,"28,878,53,9648"
Wedding Unplanned,"10749,35"
Abducted in Plain Sight,99
Trespass Against Us,"18,80"
Gnome Alone,"12,10751,16,35,878,14"
The Wall,"53,10752,18"
Bad Genius,"35,18,80"
Sherlock: The Final Problem,"18,9648"
Crooked House,"18,9648,80"
XX,27
Double Lover,"10749,53,18"
Sandy Wexler,35
Carbone,"53,80"
Megan Leavey,"18,10752"
Last Flag Flying,"18,35"
Promise at Dawn,"18,10749"
The Humanity Bureau,"28,878,12"
F*&% the Prom,35
The Man Who Invented Christmas,"18,36"
Sharknado 5: Global Swarming,"28,35,878,10770,12"
Blade of the Immortal,"28,18"
The Boss Baby,"16,35,10751"
Wakefield,18
Orbiter 9,"18,878,10749"
Small Crimes,"18,35,53,80"
The Little Hours,35
A Taxi Driver,"18,36,28"
Little Evil,"35,27"
Alone,"878,14"
Message from the King,53
Wheelman,"28,80,9648,53"
Icarus,99
Revolt,"28,878,10752"
Bushwick,"53,28"
Mr & Mme Adelman,"10749,18,35"
If I Were a Boy,35
All I See Is You,"18,10749,9648"
Kung Fu Yoga,"9648,28,12,35"
Muse,"53,27"
The Breadwinner,"16,18,10752,10751"
Handsome Devil,18
Voice from the Stone,"18,9648,10749"
Thank You for Your Service,"18,10752"
Cage Dive,"27,18,53,9648"
Bedeviled,"27,53"
The Insult,"80,18"
Blade Runner: Black Out 2022,"28,16,878"
The Sex Trip,"14,35,878"
Happy End,"18,35"
Alibi.com,35
A Family Man,18
Kodachrome,"18,35"
Birth of the Dragon,"28,18"
With Open Arms,35
Darker Shades of Elise,"53,18"
Bring It On: Worldwide #Cheersmack,"35,10749"
Back to Burgundy,"18,35"
Ingrid Goes West,"18,35"
Band Aid,"35,18,10402"
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,"35,53,18"
The Captain,"10752,18,36"
Boo 2! A Madea Halloween,"27,35"
The Exception,18
Inconceivable,"53,18"
OtherLife,"878,80,9648"
The Nile Hilton Incident,"53,18"
Marshall,18
Godzilla: Planet of the Monsters,"28,12,878,16"
Patti Cake$,18
Family Reconstruction,"10749,18"
Team Thor: Part 2,"878,35,14,99"
High Heel Homicide,53
The Discovery,"18,10749,878,53,9648"
BPM (Beats per Minute),18
Doraemon the Movie 2017: Nobita's Great Adventure in the Antarctic Kachi Kochi,16
The Saint,"28,12,80"
Dirty Dancing,"10402,18,10749,10770"
Tragedy Girls,"27,35"
The Meyerowitz Stories (New and Selected),"35,18"
Red Nose Day Actually,"10770,35,10749"
Like a Cat on a Highway,"10751,35"
Starship Troopers: Traitor of Mars,"28,16,878"
This Crazy Heart,18
Shimmer Lake,"53,80,18,9648"
Salyut-7,"28,18,12"
Lucky,18
Creep 2,"27,53"
Mayhem,"28,35,27"
iBoy,"28,80,878"
Coexister,35
The Lodgers,"18,27,10749,53"
Goon: Last of the Enforcers,35
Ravenous,"27,18"
Rock'n Roll,"35,18"
Maudie,"18,36,10749"
Pilgrimage,"28,12,18"
Super Dark Times,"18,53"
The Last Word,"35,18"
Rip Tide,"10751,18"
From a House on Willow Street,"28,27"
A Bag of Marbles,18
The Sense of an Ending,"9648,18"
The Climb,"35,10749,12"
My Friend's Nice Mother,
The Outcasts,35
Spielberg,"99,10770"
Godard Mon Amour,"18,10749,35"
The Case for Christ,18
Woody Woodpecker,"16,35,10751"
The Battleship Island,"10752,18,28"
On Body and Soul,"18,10749"
Blame!,"28,18,878,16"
Kiss and Cry,"10402,18,10749"
Dave Chappelle: The Age of Spin,35
The Bookshop,"10749,18"
R.A.I.D. Special Unit,"28,35"
The Only Living Boy in New York,18
Gaga: Five Foot Two,"99,10402"
The Devil's Candy,27
Satan's Slaves,"27,18,9648"
The Invisible Guardian,53
The Big Bad Fox and Other Tales,"10751,16"
Escape Room,27
Knock,35
Sweet Virginia,"18,53"
Una,"18,53"
The Marine 5: Battleground,28
Lou,"10751,14,16"
Tour de Pharmacy,"35,10770"
Gangsterdam,"28,35"
Forgotten,"53,9648"
Catfight,"35,18"
Ignorance Is Bliss,35
Detective Conan: Crimson Love Letter,"28,12,16,80,10751,9648"
Wonderstruck,18
Patients,"18,35"
Eloise,"27,9648,53"
"Like Mother, Like Daughter",35
Beach Rats,"18,10749"
I Don't Feel at Home in This World Anymore,"35,80,18,53"
Churchill,"18,53,10752"
Beatriz at Dinner,"35,18"
The Shadow Effect,"878,28,53"
School of Life,"18,35,10751"
El Camino Christmas,35
Slumber,27
Rememory,"878,18,9648"
Carrie Pilby,35
Time Trap,"12,878"
Stephanie,"27,14,18,9648"
Faces Places,99
The Young Karl Marx,"36,18"
Voyage of Time: Life's Journey,"99,18"
I Can Quit Whenever I Want 3: Ad Honorem,"28,35"
I Am Heath Ledger,99
My Blind Date with Life,"35,18"
Naked,35
Wilson,35
Holy Camp!,"35,10402,10749"
Killing Gunther,"28,35"
Keep Watching,"53,27,18"
The Bride,"9648,27,53"
6 Below: Miracle on the Mountain,"53,18"
Bokeh,"18,878,53"
Prevenge,"27,35,18,53,14"
Gun Shy,"35,28,12"
Michael Jackson: Searching for Neverland,18
My Friend Dahmer,18
Wonder Wheel,18
Questione di karma,35
The Party,"35,18"
Monolith,"18,53"
My Son,"18,53,9648"
Coin Heist,"10751,80"
Buster's Mal Heart,"9648,18"
Racer and the Jailbird,"80,53,18"
Mr. Stein Goes Online,"10749,18,35"
Surf's Up 2 - Wave Mania,"16,35,10751"
Marie-Francine,35
2036: Nexus Dawn,"878,53"
He Even Has Your Eyes,35
Bukan Cinta Malaikat,
In a Heartbeat,"10751,16,10749,35"
Drone,53
Our Souls at Night,"10749,18"
Wolf Warrior 2,"10752,28,18"
Columbus,18
Loveless,18
You Choose!,"10749,35"
S.W.A.T.: Under Siege,"28,80,53"
I Can Quit Whenever I Want 2: Masterclass,"28,35,80"
Bullyparade: The Movie,35
Foxtrot,18
The Place,18
The Other Side of Hope,"35,18"
Submergence,"18,53,10749"
One Cut of the Dead,"35,27,18"
9/11,"28,18"
Win It All,35
What the Health,99
The Healer,"10751,18,35"
No Game No Life: Zero,"14,35,16"
Skins,"18,35"
The Carmilla Movie,"35,10749,27"
Avicii: True Stories,"99,10402"
1 Night,"18,10749"
The Motive,"18,35"
It’s the Law,35
High Society,35
Madame,"18,35"
Lucky,18
Joint Custody,35
Brad's Status,"35,18"
Everybody Loves Somebody,"10749,35"
Cherchez la Femme,"35,10749"
Hey Arnold! The Jungle Movie,"35,16,12"
Just to Be Sure,"18,35"
The Incredible Jessica James,"10749,35"
Room(h)ates,35
Cinderella's Hot Night,"14,35"
Devil's Gate,"53,27,878"
Toilet - Ek Prem Katha,"35,18"
The Lion Woman,18
Can We Still Be Friends?,"35,10749"
Jim & Andy: The Great Beyond,99
A Stork's Journey,"10751,14,12,16,35"
Mister Happiness,"10749,35"
Unknown Soldier,"18,10752"
Inside,"27,53"
Film Stars Don't Die in Liverpool,"10749,18"
Singularity,878
Sleeping Beauties,14
Windstorm 3,"10751,12"
The Mansion,"27,35"
Pyewacket,"53,27"
Just Getting Started,"28,35"
Once Upon a Winter's Date,"10749,10770"
Chuck,18
Fabricated City,28
The Polka King,35
Rebel in the Rye,"18,10749"
The Outlaws,"80,28"
Daddy Cool,35
The Merciless,"28,80,12,53,18"
Awakening the Zodiac,"80,18,9648,53,27"
Raees,"53,28,80"
Speak Up,99
Black Snow,"9648,18,80,53"
Steel Rain,"28,18"
Dismissed,"53,27"
"Lord, Give Me Patience",35
Husband & Wife,35
Mon Poussin,35
Classe Z,35
The Book of Love,18
Louis C.K. 2017,35
An Inconvenient Sequel: Truth to Power,99
Death Race 2050,"28,35,878"
Clinical,"53,27"
Addio Fottuti Musi Verdi,35
Finding Momo,35
1 Mile To You,"18,10749"
Lucid Dream,"878,53"
Girlfriend's Day,"35,18"
"Murder, She Baked: Just Desserts","9648,10770"
Finding Your Feet,"35,18,10749,10402"
King Arthur: Excalibur Rising,28
Love and Bullets,"35,10749"
Omicidio all'italiana,35
Chris Brown: Welcome to My Life,99
Whitney: Can I Be Me,"99,10402"
Novitiate,18
Cinderella the Cat,"16,80,53"
Earth: One Amazing Day,"99,10751"
Marjorie Prime,"18,878"
Gaspard at the Wedding,"35,18"
Viceroy's House,"18,36"
The Show,18
Jupiter's Moon,"878,18"
Stasis,"12,878"
Darkland,"53,28,18"
Getaway Plan,"28,53"
First They Killed My Father,"18,36,10752"
Mazinger Z: Infinity,"28,16,878"
Iceman,"12,18"
Arsenal,"28,80,53"
In Dubious Battle,18
In and Out,"35,10749"
Family Heist,35
Monster High: Electrified,"10751,16"
Kedi,99
Armed Response,"53,27,28"
The Lost Wife of Robert Durst,"18,36,80,53"
Feed,18
The Most Hated Woman in America,"80,18"
History of the First Kazakh Khans. The Diamond Sword,"18,36"
The Institute,"53,9648"
C'est tout pour moi!,35
The Ballad of Lefty Brown,37
Problemos,35
Ismael's Ghosts,"18,10749,53,9648"
Fate/stay night: Heaven's Feel I. presage flower,"28,16,18,14,9648,53"
1987: When the Day Comes,"18,36,53"
The Last Knight,"28,10751,14,12,35"
The Bachelors,"35,18"
Memoir of War,18
Bomb Scared,35
"Sex First, Love Second","10749,18"
American Satan,"53,18,10402"
The New Adventures of Cinderella,35
"Fireworks, Should We See It from the Side or the Bottom?","10749,14,10751"
Les Ex,35
Kaabil,"28,53,18"
The Adventurers,"28,18,80,12"
Inhumans: The First Chapter,"878,28,12,10770"
La Colle,35
Sleight,"18,53,28,878"
Midnight Runners,"35,28"
Couch Potatoes,35
It's for Your Own Good,35
Handsome: A Netflix Mystery Movie,35
Aquaman,"28,12,14,878"
Spider-Man: Into the Spider-Verse,"28,12,16,878,35"
Fantastic Beasts: The Crimes of Grindelwald,"10751,14,12"
Green Book,"18,35,10402"
Creed II,18
Mary Poppins Returns,"14,10751,35"
Fifty Shades Freed,"18,10749"
Master Z: Ip Man Legacy,28
Bohemian Rhapsody,"18,10402"
Mortal Engines,"878,28,12,14,53"
Holiday,18
Avengers: Infinity War,"12,28,14"
Instant Family,"35,18"
Ralph Breaks the Internet,"10751,16,35,14"
A Star Is Born,"18,10749"
Robin Hood,"12,28,53"
Overlord,"27,10752,28,878"
The Mule,"80,18,53"
Venom,"878,28"
Hunter Killer,"28,53"
The Favourite,"18,36,35"
If Beale Street Could Talk,"18,10749,80"
Ben Is Back,18
Bumblebee,"28,12,878"
First Man,"36,18"
Mary Queen of Scots,"18,36"
Black Panther,"28,12,14,878"
Ant-Man and the Wasp,"28,12,878,35,10751"
Deadpool 2,"28,35,12"
The Possession of Hannah Grace,"27,9648,53"
BlacKkKlansman,"80,18"
Destroyer,"53,80,18,28"
Second Act,"10749,35,18"
The Grinch,"16,10751,35,14"
The House That Jack Built,"18,27,80,53"
Kamen Rider Heisei Generations FOREVER,"28,12,878"
Incredibles 2,"28,12,16,10751"
The Predator,"878,28,53,12,27"
T-34,"10752,18,12,28"
The Nutcracker and the Four Realms,"14,12,10751"
Jurassic World: Fallen Kingdom,"28,12,878"
American Kamasutra,"18,10749"
Halloween,"53,27"
Milly & Mamet,"18,10749,35"
The Isle,"53,14,12,14"
Can You Ever Forgive Me?,"18,35,80"
Widows,"80,18,53"
The Girl in the Spider's Web,"53,80,28"
Mission: Impossible - Fallout,"28,53,12"
The Meg,"28,878,53,27"
Bad Times at the El Royale,"53,80,9648,18"
Mile 22,"28,53"
At Eternity's Gate,18
Once Upon a Deadpool,"35,28"
London Fields,"80,9648,53,18"
To All the Boys I've Loved Before,"35,10749"
The Equalizer 2,"53,28,80"
Goosebumps 2: Haunted Halloween,"12,35,14,10751,27"
Vice,"18,36,35"
Smallfoot,"16,10751,12,14"
The Nun,"27,9648,53"
Ready Player One,"12,878"
Solo: A Star Wars Story,"28,12,878"
Hezarpa,35
Roma,18
Re:Zero kara Hajimeru Isekai Seikatsu Memory Snow,"16,12"
Bird Box,"53,18"
The House with a Clock in Its Walls,"14,10751"
White Boy Rick,"18,80"
Johnny English Strikes Again,"12,10751,28,35"
A Quiet Place,"18,27,53,878"
Skyscraper,28
A Simple Favor,"53,80,9648,35,18"
Night School,35
Mowgli: Legend of the Jungle,"12,18"
Sicario: Day of the Soldado,"28,80,18,53"
Ocean's Eight,"80,35,28,53"
Hotel Transylvania 3: Summer Vacation,"10751,14,35,16"
Free Solo,99
Upgrade,"28,53,878"
Cold War,"18,10749,10402"
Look Away,"27,53"
Assassination Nation,"53,35,28,18"
Rampage,"28,12,878,14"
Peppermint,53
Alpha,"12,18"
Hereditary,"27,9648,53"
Pacific Rim: Uprising,"28,14,878,12"
Dragon Ball Super: Broly,"28,16,14,12,35"
Hell Fest,27
Christopher Robin,"12,35,10751,14"
Tomb Raider,"28,12,14"
Mandy,"28,53,27"
Den of Thieves,"28,53,80"
Searching,"18,53,9648"
Vox Lux,"18,10402"
Replicas,"53,878"
Time Freak,"878,35,18,10749"
Capernaum,18
Beautiful Boy,18
The Darkest Minds,"878,53"
The Purity of Vengeance,"80,53,9648"
Kursk,"18,36"
Annihilation,"9648,878,53"
Maze Runner: The Death Cure,"28,878"
The Wife,18
The Ballad of Buster Scruggs,"35,18,37"
